Unnamed: 0,Ticker,Sector
956,DGICA,Financial Services
957,DGII,Technology
958,DGLY,Industrials
959,DGX,Healthcare
960,DHI,Consumer Cyclical
961,DHR,Healthcare
962,DHT,Energy
963,DHX,Industrials
964,DIOD,Technology
965,DIS,Communication Services
966,DISCA,Communication Services
967,DISH,Communication Services
968,DJCO,Communication Services
969,DKILY,Industrials
970,DKNG,Consumer Cyclical
971,DKS,Consumer Cyclical
972,DLA,Consumer Cyclical
973,DLB,Technology
974,DLO,Technology
975,DLPN,Communication Services
976,DLR,Real Estate
977,DLTH,Consumer Cyclical
978,DLTR,Consumer Defensive
979,DLX,Communication Services
980,DM,Technology
981,DMRC,Technology
982,DNA,Healthcare
983,DNB,Technology
984,DNLI,Healthcare
985,DNOW,Energy
986,DNUT,Consumer Defensive
987,DNZOF,Consumer Cyclical
988,DOC,Real Estate
989,DOCN,Technology
990,DOCS,Healthcare
991,DOCU,Technology
992,DOGEF,Utilities
993,DOLE,Consumer Defensive
994,DOMA,Real Estate
995,DOMO,Technology
996,DOOO,Consumer Cyclical
997,DOOR,Industrials
998,DORM,Consumer Cyclical
999,DOV,Industrials
1000,DOW,Basic Materials
1001,DOX,Technology
1002,DPW,Industrials
1003,DPZ,Consumer Cyclical
1004,DRD,Basic Materials
1005,DRE,Real Estate
1006,DRH,Real Estate
1007,DRI,Consumer Cyclical
1008,DRNA,Healthcare
1009,DRQ,Energy
1010,DRTT,Industrials
1011,DRVN,Consumer Cyclical
1012,DS,Consumer Cyclical
1013,DSEY,Consumer Cyclical
1014,DSGX,Technology
1015,DSKE,Industrials
1016,DSKYF,Healthcare
1017,DSPG,Technology
1018,DSS,Industrials
1019,DT,Technology
1020,DTC,Consumer Cyclical
1021,DTE,Utilities
1022,DTEA,Consumer Defensive
1023,DTIL,Healthcare
1024,DUK,Utilities
1025,DUOL,Technology
1026,DV,Technology
1027,DVA,Healthcare
1028,DVAX,Healthcare
1029,DVD,Consumer Cyclical
1030,DVN,Energy
1031,DX,Real Estate
1032,DXC,Technology
1033,DXCM,Healthcare
1034,DXLG,Consumer Cyclical
1035,DXPE,Industrials
1036,DY,Industrials
1037,E,Energy
1038,EA,Communication Services
1039,EADSF,Industrials
1040,EAF,Industrials
1041,EAR,Healthcare
1042,EARN,Real Estate
1043,EAST,Consumer Defensive
1044,EAT,Consumer Cyclical
1045,EB,Technology
1046,EBAY,Consumer Cyclical
1047,EBC,Financial Services
1048,EBIX,Technology
1049,EBR,Utilities
1050,EBS,Healthcare
1051,EBTC,Financial Services
1052,EC,Energy
1053,ECC,Financial Services
1054,ECHO,Industrials
1055,ECIFF,Utilities
1056,ECL,Basic Materials
1057,ECOL,Industrials
1058,ECOM,Technology
1059,ECOR,Healthcare
1060,ED,Utilities
1061,EDIT,Healthcare
1062,EDR,Communication Services
1063,EDRVF,Utilities
1064,EDU,Consumer Defensive
1065,EEFT,Technology
1066,EEX,Communication Services
1067,EFC,Financial Services
1068,EFOI,Consumer Cyclical
1069,EFX,Industrials
1070,EGAN,Technology
1071,EGBN,Financial Services
1072,EGHT,Technology
1073,EGLE,Industrials
1074,EGO,Basic Materials
1075,EGP,Real Estate
1076,EGRX,Healthcare
1077,EGY,Energy
1078,EHC,Healthcare
1079,EHTH,Financial Services
1080,EIG,Financial Services
1081,EIX,Utilities
1082,EKSO,Healthcare
1083,EL,Consumer Defensive
1084,ELAN,Healthcare
1085,ELF,Consumer Defensive
1086,ELLO,Utilities
1087,ELP,Utilities
1088,ELS,Real Estate
1089,ELVT,Financial Services
1090,ELY,Consumer Cyclical
1091,EMAN,Technology
1092,EME,Industrials
1093,EMKR,Technology
1094,EMN,Basic Materials
1095,EMR,Industrials
1096,ENB,Energy
1097,ENBL,Energy
1098,ENDP,Healthcare
1099,ENFN,Technology
1100,ENIA,Utilities
1101,ENIC,Utilities
1102,ENLAY,Utilities
1103,ENLC,Energy
1104,ENPH,Technology
1105,ENR,Industrials
1106,ENS,Industrials
1107,ENSG,Healthcare
1108,ENTA,Healthcare
1109,ENTG,Technology
1110,ENV,Technology
1111,ENVA,Financial Services
1112,ENZ,Healthcare
1113,EOG,Energy
1114,EOLS,Healthcare
1115,EPAC,Industrials
1116,EPAM,Technology
1117,EPAY,Technology
1118,EPC,Consumer Defensive
1119,EPD,Energy
1120,EPR,Real Estate
1121,EPRT,Real Estate
1122,EPZM,Healthcare
1123,EQBK,Financial Services
1124,EQC,Real Estate
1125,EQH,Financial Services
1126,EQIX,Real Estate
1127,EQNR,Energy
1128,EQR,Real Estate
1129,EQT,Energy
1130,EQX,Basic Materials
1131,ERF,Energy
1132,ERIC,Technology
1133,ERIE,Financial Services
1134,ERII,Industrials
1135,ERJ,Industrials
1136,ES,Utilities
1137,ESCA,Consumer Cyclical
1138,ESE,Technology
1139,ESGR,Financial Services
1140,ESI,Basic Materials
1141,ESLOF,Healthcare
1142,ESLT,Industrials
1143,ESMT,Technology
1144,ESNT,Financial Services
1145,ESPR,Healthcare
1146,ESRT,Real Estate
1147,ESS,Real Estate
1148,ESSA,Financial Services
1149,ESTA,Healthcare
1150,ESTC,Technology
1151,ESTE,Energy
1152,ET,Energy
1153,ETN,Industrials
1154,ETR,Utilities
1155,ETRN,Energy
1156,ETSY,Consumer Cyclical
1157,ETWO,Technology
1158,EURN,Energy
1159,EUXTF,Financial Services
1160,EVA,Basic Materials
1161,EVBG,Technology
1162,EVBN,Financial Services
1163,EVC,Communication Services
1164,EVCM,Technology
1165,EVER,Communication Services
1166,EVFM,Healthcare
1167,EVH,Healthcare
1168,EVKIF,Basic Materials
1169,EVO,Healthcare
1170,EVOK,Healthcare
1171,EVOP,Technology
1172,EVR,Financial Services
1173,EVRG,Utilities
1174,EVRI,Consumer Cyclical
1175,EVTC,Technology
1176,EW,Healthcare
1177,EWBC,Financial Services
1178,EXAS,Healthcare
1179,EXC,Utilities
1180,EXEL,Healthcare
1181,EXFY,Technology
1182,EXK,Basic Materials
1183,EXLS,Technology
1184,EXP,Basic Materials
1185,EXPD,Industrials
1186,EXPE,Consumer Cyclical
1187,EXPGF,Industrials
1188,EXPI,Real Estate
1189,EXPO,Industrials
1190,EXPR,Consumer Cyclical
1191,EXR,Real Estate
1192,EXTN,Energy
1193,EXTR,Technology
1194,EYE,Consumer Cyclical
1195,EYPT,Healthcare
1196,EZPW,Financial Services
1197,F,Consumer Cyclical
1198,FAF,Financial Services
1199,FAMI,Consumer Defensive
1200,FANG,Energy
1201,FANUF,Industrials
1202,FARM,Consumer Defensive
1203,FARO,Technology
1204,FAST,Industrials
1205,FATE,Healthcare
1206,FB,Communication Services
1207,FBC,Financial Services
1208,FBHS,Consumer Cyclical
1209,FBIO,Healthcare
1210,FBIZ,Financial Services
1211,FBK,Financial Services
1212,FBMS,Financial Services
1213,FBNC,Financial Services
1214,FCEL,Industrials
1215,FCF,Financial Services
1216,FCFS,Financial Services
1217,FCN,Industrials
1218,FCNCA,Financial Services
1219,FCPT,Real Estate
1220,FCUV,Technology
1221,FCX,Basic Materials
1222,FDP,Consumer Defensive
1223,FDS,Financial Services
1224,FDX,Industrials
1225,FE,Utilities
1226,FELE,Industrials
1227,FERG,Industrials
1228,FET,Energy
1229,FFBC,Financial Services
1230,FFIC,Financial Services
1231,FFIN,Financial Services
1232,FFIV,Technology
1233,FFWM,Financial Services
1234,FGBI,Financial Services
1235,FGEN,Healthcare
1236,FHB,Financial Services
1237,FHI,Financial Services
1238,FHN,Financial Services
1239,FIBK,Financial Services
1240,FICO,Technology
1241,FIGS,Consumer Cyclical
1242,FINN,Financial Services
1243,FINW,Financial Services
1244,FIS,Technology
1245,FISI,Financial Services
1246,FISV,Technology
1247,FITBI,Financial Services
1248,FIVE,Consumer Cyclical
1249,FIVN,Technology
1250,FIX,Industrials
1251,FIZZ,Consumer Defensive
1252,FJTSY,Technology
1253,FL,Consumer Cyclical
1254,FLEX,Technology
1255,FLGT,Healthcare
1256,FLL,Consumer Cyclical
1257,FLMN,Energy
1258,FLNC,Utilities
1259,FLNG,Energy
1260,FLNT,Communication Services
1261,FLO,Consumer Defensive
1262,FLOW,Industrials
1263,FLR,Industrials
1264,FLS,Industrials
1265,FLT,Technology
1266,FLWS,Consumer Cyclical
1267,FLXN,Healthcare
1268,FLXS,Consumer Cyclical
1269,FLYW,Technology
1270,FMAO,Financial Services
1271,FMBH,Financial Services
1272,FMBI,Financial Services
1273,FMC,Basic Materials
1274,FMCCT,Financial Services
1275,FMS,Healthcare
1276,FMX,Consumer Defensive
1277,FN,Technology
1278,FNB,Financial Services
1279,FND,Consumer Cyclical
1280,FNF,Financial Services
1281,FNGR,Communication Services
1282,FNHC,Financial Services
1283,FNKO,Consumer Cyclical
1284,FNLC,Financial Services
1285,FNLPF,Basic Materials
1286,FNMAL,Financial Services
1287,FNV,Basic Materials
1288,FNWB,Financial Services
1289,FOCS,Financial Services
1290,FOE,Basic Materials
1291,FOLD,Healthcare
1292,FONR,Healthcare
1293,FOR,Real Estate
1294,FORG,Technology
1295,FORM,Technology
1296,FORR,Industrials
1297,FORTY,Technology
1298,FOUR,Technology
1299,FOX,Communication Services
1300,FOXF,Consumer Cyclical
1301,FPI,Real Estate
1302,FR,Real Estate
1303,FRBK,Financial Services
1304,FRC,Financial Services
1305,FRCOF,Consumer Cyclical
1306,FREE,Consumer Defensive
1307,FREQ,Healthcare
1308,FREY,Industrials
1309,FRG,Consumer Cyclical
1310,FRGI,Consumer Cyclical
1311,FRHC,Financial Services
1312,FRME,Financial Services
1313,FRO,Energy
1314,FROG,Technology
1315,FRPH,Real Estate
1316,FRPT,Consumer Defensive
1317,FRRVF,Industrials
1318,FRSH,Technology
1319,FRSX,Consumer Cyclical
1320,FRT,Real Estate
1321,FRTA,Industrials
1322,FSK,Financial Services
1323,FSLR,Technology
1324,FSLY,Technology
1325,FSM,Basic Materials
1326,FSP,Real Estate
1327,FSR,Consumer Cyclical
1328,FSS,Industrials
1329,FSTR,Industrials
1330,FSV,Real Estate
1331,FTAI,Industrials
1332,FTCH,Consumer Cyclical
1333,FTDR,Consumer Cyclical
1334,FTI,Energy
1335,FTK,Energy
1336,FTNT,Technology
1337,FTS,Utilities
1338,FTSI,Energy
1339,FTV,Technology
1340,FUBO,Communication Services
1341,FUL,Basic Materials
1342,FULT,Financial Services
1343,FUN,Consumer Cyclical
1344,FUV,Consumer Cyclical
1345,FVRR,Communication Services
1346,FWONK,Communication Services
1347,FWRD,Industrials
1348,FYBR,Communication Services
1349,G,Technology
1350,GAIA,Communication Services
1351,GAIN,Financial Services
1352,GALT,Healthcare
1353,GAN,Consumer Cyclical
1354,GATX,Industrials
1355,GBCI,Financial Services
1356,GBIO,Healthcare
1357,GBL,Financial Services
1358,GBT,Healthcare
1359,GBX,Industrials
1360,GCBC,Financial Services
1361,GCI,Communication Services
1362,GCO,Consumer Cyclical
1363,GCP,Basic Materials
1364,GCTAF,Industrials
1365,GD,Industrials
1366,GDDY,Technology
1367,GDEN,Consumer Cyclical
1368,GDOT,Financial Services
1369,GDRX,Healthcare
1370,GE,Industrials
1371,GECC,Financial Services
1372,GEF,Consumer Cyclical
1373,GEL,Energy
1374,GENC,Industrials
1375,GENE,Healthcare
1376,GENI,Communication Services
1377,GEO,Real Estate
1378,GEOS,Energy
1379,GERN,Healthcare
1380,GES,Consumer Cyclical
1381,GEVO,Basic Materials
1382,GFF,Industrials
1383,GFI,Basic Materials
1384,GFL,Industrials
1385,GFS,Technology
1386,GGAL,Financial Services
1387,GGB,Basic Materials
1388,GGG,Industrials
1389,GH,Healthcare
1390,GHC,Consumer Defensive
1391,GHG,Consumer Cyclical
1392,GHL,Financial Services
1393,GHM,Industrials
1394,GIB,Technology
1395,GIFI,Industrials
1396,GIII,Consumer Cyclical
1397,GIL,Consumer Cyclical
1398,GILD,Healthcare
1399,GILT,Technology
1400,GIS,Consumer Defensive
1401,GKOS,Healthcare
1402,GL,Financial Services
1403,GLAD,Financial Services
1404,GLBE,Consumer Cyclical
1405,GLCNF,Basic Materials
1406,GLMD,Healthcare
1407,GLNG,Energy
1408,GLOB,Technology
1409,GLOP,Energy
1410,GLPG,Healthcare
1411,GLPI,Real Estate
1412,GLRE,Financial Services
1413,GLT,Basic Materials
1414,GLW,Technology
1415,GLYC,Healthcare
1416,GM,Consumer Cyclical
1417,GMBL,Consumer Cyclical
1418,GMBXF,Basic Materials
1419,GME,Consumer Cyclical
1420,GMED,Healthcare
1421,GMRE,Real Estate
1422,GMS,Industrials
1423,GNCA,Healthcare
1424,GNE,Utilities
1425,GNK,Industrials
1426,GNL,Real Estate
1427,GNLN,Healthcare
1428,GNPX,Healthcare
1429,GNRC,Industrials
1430,GNTX,Consumer Cyclical
1431,GNTY,Financial Services
1432,GNUS,Communication Services
1433,GNW,Financial Services
1434,GO,Consumer Defensive
1435,GOCO,Financial Services
1436,GOEV,Consumer Cyclical
1437,GOGL,Industrials
1438,GOGO,Communication Services
1439,GOL,Industrials
1440,GOLD,Basic Materials
1441,GOLF,Consumer Cyclical
1442,GOOG,Communication Services
1443,GOOS,Consumer Cyclical
1444,GOSS,Healthcare
1445,GPC,Consumer Cyclical
1446,GPI,Consumer Cyclical
1447,GPK,Consumer Cyclical
1448,GPL,Basic Materials
1449,GPMT,Real Estate
1450,GPN,Industrials
1451,GPP,Energy
1452,GPRE,Basic Materials
1453,GPRK,Energy
1454,GPRO,Technology
1455,GPS,Consumer Cyclical
1456,GRBK,Consumer Cyclical
1457,GRC,Industrials
1458,GRFS,Healthcare
1459,GRMN,Technology
1460,GROM,Communication Services
1461,GRPN,Communication Services
1462,GRUB,Consumer Cyclical
1463,GRWG,Consumer Cyclical
1464,GS,Financial Services
1465,GSAT,Communication Services
1466,GSHD,Financial Services
1467,GSK,Healthcare
1468,GSKY,Technology
1469,GSM,Basic Materials
1470,GSS,Basic Materials
1471,GT,Consumer Cyclical
1472,GTE,Energy
1473,GTES,Industrials
1474,GTHX,Healthcare
1475,GTLB,Technology
1476,GTLS,Industrials
1477,GTN,Communication Services
1478,GTS,Healthcare
1479,GTX,Consumer Cyclical
1480,GTY,Real Estate
1481,GVA,Industrials
1482,GWB,Financial Services
1483,GWRE,Technology
1484,GWW,Industrials
1485,GXO,Industrials
1486,H,Consumer Cyclical
1487,HA,Industrials
1488,HAE,Healthcare
1489,HAFC,Financial Services
1490,HAIN,Consumer Defensive
1491,HAL,Energy
1492,HALL,Financial Services
1493,HALO,Healthcare
1494,HARP,Healthcare
1495,HAS,Consumer Cyclical
1496,HASI,Real Estate
1497,HAYN,Industrials
1498,HAYW,Industrials
1499,HBAN,Financial Services
1500,HBCP,Financial Services
1501,HBI,Consumer Cyclical
1502,HBM,Basic Materials
1503,HBMD,Financial Services
1504,HBNC,Financial Services
1505,HBP,Industrials
1506,HCA,Healthcare
1507,HCAT,Healthcare
1508,HCC,Basic Materials
1509,HCCI,Industrials
1510,HCI,Financial Services
1511,HCKT,Technology
1512,HCM,Healthcare
1513,HCSG,Healthcare
1514,HCTPF,Industrials
1515,HD,Consumer Cyclical
1516,HDB,Financial Services
1517,HE,Utilities
1518,HEAR,Technology
1519,HEES,Industrials
1520,HEI,Industrials
1521,HELE,Consumer Defensive
1522,HELKF,Consumer Defensive
1523,HEP,Energy
1524,HEPA,Healthcare
1525,HES,Energy
1526,HESAF,Consumer Cyclical
1527,HFC,Energy
1528,HFFG,Consumer Defensive
1529,HFWA,Financial Services
1530,HGEN,Healthcare
1531,HGV,Consumer Cyclical
1532,HHC,Real Estate
1533,HI,Industrials
1534,HIBB,Consumer Cyclical
1535,HIFS,Financial Services
1536,HIG,Financial Services
1537,HII,Industrials
1538,HIL,Industrials
1539,HIMX,Technology
1540,HIPO,Financial Services
1541,HIW,Real Estate
1542,HKXCF,Financial Services
1543,HL,Basic Materials
1544,HLF,Consumer Defensive
1545,HLG,Consumer Defensive
1546,HLI,Financial Services
1547,HLIO,Industrials
1548,HLIT,Technology
1549,HLNE,Financial Services
1550,HLT,Consumer Cyclical
1551,HLX,Energy
1552,HMC,Consumer Cyclical
1553,HMHC,Consumer Defensive
1554,HMN,Financial Services
1555,HMRZF,Consumer Cyclical
1556,HMST,Financial Services
1557,HMTV,Communication Services
1558,HMY,Basic Materials
1559,HNI,Industrials
1560,HNP,Utilities
1561,HNRG,Energy
1562,HOFT,Consumer Cyclical
1563,HOG,Consumer Cyclical
1564,HOLX,Healthcare
1565,HOMB,Financial Services
1566,HON,Industrials
1567,HONE,Financial Services
1568,HOOD,Technology
1569,HOPE,Financial Services
1570,HOV,Consumer Cyclical
1571,HP,Energy
1572,HPE,Technology
1573,HPP,Real Estate
1574,HPQ,Technology
1575,HQY,Healthcare
1576,HR,Real Estate
1577,HRB,Consumer Cyclical
1578,HRC,Healthcare
1579,HRI,Industrials
1580,HRL,Consumer Defensive
1581,HRMY,Healthcare
1582,HRT,Industrials
1583,HRTG,Financial Services
1584,HRTH,Communication Services
1585,HSBC,Financial Services
1586,HSC,Industrials
1587,HSDT,Healthcare
1588,HSIC,Healthcare
1589,HSII,Industrials
1590,HSKA,Healthcare
1591,HST,Real Estate
1592,HSTM,Healthcare
1593,HSY,Consumer Defensive
1594,HT,Real Estate
1595,HTA,Real Estate
1596,HTBI,Financial Services
1597,HTBK,Financial Services
1598,HTGC,Financial Services
1599,HTGM,Healthcare
1600,HTH,Financial Services
1601,HTHIF,Industrials
1602,HTHT,Consumer Cyclical
1603,HTLD,Industrials
1604,HTLF,Financial Services
1605,HTZ,Industrials
1606,HUBB,Industrials
1607,HUBG,Industrials
1608,HUBS,Technology
1609,HUM,Healthcare
1610,HUN,Basic Materials
1611,HURC,Industrials
1612,HURN,Industrials
1613,HVT,Consumer Cyclical
1614,HWC,Financial Services
1615,HWM,Industrials
1616,HX,Consumer Cyclical
1617,HXGBF,Technology
1618,HXL,Industrials
1619,HY,Industrials
1620,HYLN,Consumer Cyclical
1621,HYMTF,Consumer Cyclical
1622,HYRE,Industrials
1623,HZN,Consumer Cyclical
1624,HZNP,Healthcare
1625,HZO,Consumer Cyclical
1626,IAA,Industrials
1627,IAC,Communication Services
1628,IAG,Basic Materials
1629,IART,Healthcare
1630,IBA,Consumer Defensive
1631,IBDSF,Utilities
1632,IBIO,Healthcare
1633,IBKR,Financial Services
1634,IBM,Technology
1635,IBN,Financial Services
1636,IBOC,Financial Services
1637,IBP,Industrials
1638,IBTX,Financial Services
1639,ICBK,Financial Services
1640,ICE,Financial Services
1641,ICFI,Industrials
1642,ICL,Basic Materials
1643,ICLR,Healthcare
1644,ICPT,Healthcare
1645,ICUI,Healthcare
1646,IDA,Utilities
1647,IDCC,Communication Services
1648,IDEX,Industrials
1649,IDEXY,Consumer Cyclical
1650,IDN,Technology
1651,IDT,Communication Services
1652,IDXX,Healthcare
1653,IEP,Industrials
1654,IESC,Industrials
1655,IEX,Industrials
1656,IFF,Basic Materials
1657,IFMK,Consumer Defensive
1658,IFRX,Healthcare
1659,IGC,Industrials
1660,IGT,Consumer Cyclical
1661,IHC,Financial Services
1662,IHG,Consumer Cyclical
1663,IHRT,Communication Services
1664,III,Technology
1665,IIIN,Industrials
1666,IIPR,Real Estate
1667,IIVI,Technology
1668,ILMN,Healthcare
1669,IMAX,Communication Services
1670,IMGN,Healthcare
1671,IMH,Financial Services
1672,IMKTA,Consumer Defensive
1673,IMMP,Healthcare
1674,IMMR,Technology
1675,IMO,Energy
1676,IMTE,Technology
1677,IMUX,Healthcare
1678,IMV,Healthcare
1679,IMVT,Healthcare
1680,IMXI,Technology
1681,INBK,Financial Services
1682,INBX,Healthcare
1683,INCY,Healthcare
1684,INDB,Financial Services
1685,INFA,Technology
1686,INFN,Technology
1687,INFO,Industrials
1688,INFY,Technology
1689,ING,Financial Services
1690,INGN,Healthcare
1691,INGR,Consumer Defensive
1692,INMD,Healthcare
1693,INN,Real Estate
1694,INO,Healthcare
1695,INOV,Healthcare
1696,INPX,Technology
1697,INSG,Technology
1698,INSM,Healthcare
1699,INSP,Healthcare
1700,INST,Technology
1701,INSW,Industrials
1702,INT,Energy
1703,INTC,Technology
1704,INTU,Technology
1705,INUV,Communication Services
1706,INVH,Real Estate
1707,INVZ,Consumer Cyclical
1708,IO,Energy
1709,IOBT,Healthcare
1710,IONQ,Technology
1711,IONS,Healthcare
1712,IOSP,Basic Materials
1713,IOVA,Healthcare
1714,IP,Consumer Cyclical
1715,IPAR,Consumer Defensive
1716,IPG,Communication Services
1717,IPGP,Technology
1718,IPI,Basic Materials
1719,IQV,Healthcare
1720,IR,Industrials
1721,IRBT,Consumer Cyclical
1722,IRCP,Real Estate
1723,IRDM,Communication Services
1724,IRM,Real Estate
1725,IRNT,Technology
1726,IRT,Real Estate
1727,IRTC,Healthcare
1728,IRWD,Healthcare
1729,IS,Technology
1730,ISBC,Financial Services
1731,ISDAY,Financial Services
1732,ISNPY,Financial Services
1733,ISR,Healthcare
1734,ISRG,Healthcare
1735,ISTR,Financial Services
1736,IT,Technology
1737,ITCB,Financial Services
1738,ITGR,Healthcare
1739,ITI,Technology
1740,ITIC,Financial Services
1741,ITMR,Healthcare
1742,ITOCF,Industrials
1743,ITOS,Healthcare
1744,ITRI,Technology
1745,ITRM,Healthcare
1746,ITRN,Technology
1747,ITT,Industrials
1748,ITUB,Financial Services
1749,ITW,Industrials
1750,IVAC,Industrials
1751,IVZ,Financial Services
1752,IX,Financial Services
1753,IZEA,Communication Services
1754,J,Industrials
1755,JACK,Consumer Cyclical
1756,JAKK,Consumer Cyclical
1757,JAMF,Technology
1758,JAN,Industrials
1759,JAPAF,Consumer Defensive
1760,JARLF,Industrials
1761,JAZZ,Healthcare
1762,JBGS,Real Estate
1763,JBHT,Industrials
1764,JBL,Technology
1765,JBLU,Industrials
1766,JBT,Industrials
1767,JCI,Industrials
1768,JD,Consumer Cyclical
1769,JE,Utilities
1770,JEF,Financial Services
1771,JELD,Industrials
1772,JHG,Financial Services
1773,JHX,Basic Materials
1774,JILL,Consumer Cyclical
1775,JJSF,Consumer Defensive
1776,JKHY,Technology
1777,JKS,Technology
1778,JLL,Real Estate
1779,JNCE,Healthcare
1780,JNJ,Healthcare
1781,JNPR,Technology
1782,JOBY,Industrials
1783,JOE,Real Estate
1784,JOUT,Consumer Cyclical
1785,JPM,Financial Services
1786,JW-A,Communication Services
1787,JWN,Consumer Cyclical
1788,JYNT,Healthcare
1789,K,Consumer Defensive
1790,KAI,Industrials
1791,KALA,Healthcare
1792,KALU,Basic Materials
1793,KAMN,Industrials
1794,KAR,Consumer Cyclical
1795,KB,Financial Services
1796,KBAL,Consumer Cyclical
1797,KBCSF,Financial Services
1798,KBH,Consumer Cyclical
1799,KBR,Industrials
1800,KDDIF,Communication Services
1801,KDP,Consumer Defensive
1802,KDSKF,Basic Materials
1803,KELYA,Industrials
1804,KEN,Utilities
1805,KEP,Utilities
1806,KERN,Healthcare
1807,KEX,Industrials
1808,KEY,Financial Services
1809,KEYS,Technology
1810,KFRC,Industrials
1811,KFY,Industrials
1812,KGC,Basic Materials
1813,KHC,Consumer Defensive
1814,KIDS,Healthcare
1815,KIM,Real Estate
1816,KINS,Financial Services
1817,KIRK,Consumer Cyclical
1818,KKR,Financial Services
1819,KL,Basic Materials
1820,KLAC,Technology
1821,KLIC,Technology
1822,KLXE,Energy
1823,KMB,Consumer Defensive
1824,KMDA,Healthcare
1825,KMI,Energy
1826,KMPR,Financial Services
1827,KMT,Industrials
1828,KMX,Consumer Cyclical
1829,KN,Technology
1830,KNBE,Technology
1831,KNSA,Healthcare
1832,KNSL,Financial Services
1833,KNX,Industrials
1834,KO,Consumer Defensive
1835,KOD,Healthcare
1836,KODK,Industrials
1837,KOF,Consumer Defensive
1838,KOP,Basic Materials
1839,KOPN,Technology
1840,KORE,Financial Services
1841,KOS,Energy
1842,KPTI,Healthcare
1843,KR,Consumer Defensive
1844,KRA,Basic Materials
1845,KRC,Real Estate
1846,KREF,Real Estate
1847,KRG,Real Estate
1848,KRNT,Industrials
1849,KRNY,Financial Services
1850,KRO,Basic Materials
1851,KRTX,Healthcare
1852,KSS,Consumer Cyclical
1853,KSU,Industrials
1854,KT,Communication Services
1855,KTB,Consumer Cyclical
1856,KTOS,Industrials
1857,KULR,Technology
1858,KURA,Healthcare
1859,KVHI,Technology
